N,expected_E,expected_M
943,-1.20771,0.0960946
944,-1.20772,0.0960269
945,-1.20779,0.0959492
946,-1.20783,0.0958727
947,-1.20788,0.0957977
948,-1.20791,0.0957158
949,-1.20792,0.0956388
950,-1.20796,0.0955545
951,-1.20798,0.0954805
952,-1.208,0.0954208
953,-1.20801,0.0953704
954,-1.20802,0.0952983
955,-1.20807,0.0952241
956,-1.2081,0.0951596
957,-1.20811,0.0950936
958,-1.2081,0.0950271
959,-1.2081,0.0949614
960,-1.20811,0.094905
961,-1.20811,0.0948595
962,-1.20811,0.0947958
963,-1.20814,0.0947342
964,-1.20815,0.0946554
965,-1.20815,0.0945755
966,-1.20817,0.0945077
967,-1.20817,0.094449
968,-1.20815,0.0943862
969,-1.20813,0.0943232
970,-1.20811,0.0942489
971,-1.20809,0.094167
972,-1.20807,0.0940864
973,-1.20807,0.0940076
974,-1.20807,0.0939242
975,-1.20808,0.0938279
976,-1.20807,0.0937381
977,-1.20807,0.0936508
978,-1.20809,0.0935697
979,-1.20806,0.0934893
980,-1.20805,0.093411
981,-1.20804,0.0933362
982,-1.208,0.0932809
983,-1.20797,0.0932071
984,-1.20797,0.0931384
985,-1.20797,0.0930818
986,-1.20794,0.0930452
987,-1.20793,0.0929907
988,-1.20792,0.0929356
989,-1.20789,0.0928884
990,-1.2079,0.092839
991,-1.20789,0.0927839
992,-1.20791,0.0927177
993,-1.20791,0.0926391
994,-1.20792,0.0925557
995,-1.20792,0.0924806
996,-1.20792,0.0924131
997,-1.20793,0.0923374
998,-1.20792,0.0922667
999,-1.20792,0.0921932
1000,-1.20791,0.0921166
1001,-1.20789,0.0920324
1002,-1.20788,0.0919411
1003,-1.20787,0.0918544
1004,-1.20788,0.0917727
1005,-1.20787,0.0917089
1006,-1.20785,0.0916406
1007,-1.20782,0.0915639
1008,-1.20779,0.0914806
1009,-1.20776,0.0914063
1010,-1.20772,0.0913162
1011,-1.20766,0.0912309
1012,-1.20761,0.0911502
1013,-1.20753,0.0910604
1014,-1.20748,0.0909854
1015,-1.20744,0.0909115
1016,-1.20742,0.0908569
1017,-1.20737,0.0908006
1018,-1.20734,0.0907491
