N,expected_E,expected_M
324,-1.25957,0.525741
325,-1.25932,0.526
326,-1.25945,0.52635
327,-1.25979,0.526575
328,-1.26018,0.526707
329,-1.26012,0.526763
330,-1.26045,0.526894
331,-1.26091,0.526888
332,-1.26099,0.526988
333,-1.26147,0.527207
334,-1.26165,0.52732
335,-1.26188,0.527478
336,-1.26205,0.527664
337,-1.26246,0.527908
338,-1.26246,0.528092
339,-1.26251,0.528171
340,-1.26259,0.528221
341,-1.26299,0.528299
342,-1.26339,0.528289
343,-1.26362,0.528265
344,-1.26358,0.528256
345,-1.26365,0.528319
346,-1.26393,0.52841
347,-1.26409,0.528516
348,-1.26434,0.528664
349,-1.26467,0.528739
350,-1.26491,0.5288
351,-1.26536,0.529003
352,-1.26591,0.529219
353,-1.26606,0.529462
354,-1.2661,0.52976
355,-1.26654,0.530211
356,-1.26638,0.530492
357,-1.26667,0.53084
358,-1.26659,0.531117
359,-1.26666,0.531407
360,-1.26683,0.531597
361,-1.26673,0.531759
362,-1.2668,0.532127
363,-1.26719,0.532672
364,-1.26723,0.533036
365,-1.26699,0.533178
366,-1.26669,0.533292
367,-1.26651,0.533542
368,-1.26636,0.533818
369,-1.2664,0.534092
370,-1.26624,0.534311
371,-1.26566,0.534353
372,-1.26524,0.534489
373,-1.26523,0.534745
374,-1.26551,0.535027
375,-1.26528,0.53508
376,-1.26527,0.535226
377,-1.26507,0.535345
378,-1.26524,0.535489
379,-1.26528,0.535501
380,-1.2655,0.535618
381,-1.26564,0.535774
382,-1.2656,0.535798
383,-1.26556,0.535783
384,-1.2656,0.535768
385,-1.26538,0.53574
386,-1.26505,0.535661
387,-1.26506,0.53562
388,-1.265,0.535696
389,-1.26501,0.535681
390,-1.2649,0.535641
391,-1.26463,0.535499
392,-1.26431,0.535242
393,-1.26399,0.535051
394,-1.26378,0.534759
395,-1.2637,0.534532
396,-1.26348,0.534154
397,-1.2634,0.533665
398,-1.26339,0.533053
399,-1.26321,0.532331
400,-1.26272,0.531475
401,-1.26202,0.53081
402,-1.26152,0.529826
403,-1.26107,0.52871
404,-1.26064,0.527463
405,-1.26064,0.526346
406,-1.26037,0.525357
407,-1.25995,0.524177
408,-1.25968,0.52299
409,-1.25946,0.521834
410,-1.25905,0.520805
411,-1.25856,0.519745
412,-1.25801,0.518544
413,-1.25792,0.51753
414,-1.25771,0.516522
415,-1.25733,0.515542
416,-1.25712,0.514627
417,-1.25686,0.513609
418,-1.25627,0.512727
419,-1.25589,0.511695
420,-1.2556,0.510738
421,-1.25546,0.509762
422,-1.25507,0.508898
423,-1.25473,0.507943
424,-1.25439,0.507123
425,-1.25386,0.506282
426,-1.25333,0.505364
427,-1.25302,0.504555
428,-1.25245,0.503773
429,-1.25186,0.503124
430,-1.25149,0.502488
431,-1.25095,0.501868
432,-1.24995,0.501238
433,-1.24935,0.500439
434,-1.24889,0.49977
435,-1.2483,0.499172
436,-1.24789,0.498417
437,-1.24735,0.49754
438,-1.24683,0.496792
439,-1.2467,0.496014
440,-1.2462,0.495227
441,-1.24574,0.494274
442,-1.24529,0.493258
443,-1.24465,0.492167
444,-1.24403,0.491081
